First.Author,PYear,EYear,Location,Lontitude,Latitude,Country,Genotype,Cultivar,Nitrogen,Nmass,CO2,N,HD.SR,HD.MeanSR,HD.MaxT35,HD.MaxT26,HD.MaxT3,HD.MaxT5,HD.MeanT,HD.MinT,HD.MaxT,HD.RangeT,HD.MeanVPD,HD.PRE,PM.SR,PM.MeanSR,PM.MaxT35,PM.MaxT26,PM.MaxT3,PM.MaxT5,PM.MeanT,PM.MinT,PM.MaxT,PM.RangeT,PM.MeanVPD,PM.PRE
Chen C,2015,2013,Jiangdu,119.5,32.4,China,Hybrid indica,IIY084,MN,22.5,AMB,3,1278.5883,19.97794219,19,42,13,9,29.46945313,26.0046875,32.93421875,6.92953125,2.971875,337.72,632.1639,15.05152143,0,5,0,0,24.77416667,21.26880952,28.27952381,7.010714286,2.35952381,122.61
Chen C,2015,2013,Jiangdu,119.5,32.4,China,Hybrid indica,IIY084,MN,22.5,FACE,3,1291.9743,19.87652769,19,43,13,9,29.48207692,26.02969231,32.93446154,6.904769231,2.973846154,338.65,668.5119,15.19345227,0,4,0,0,24.25977273,20.65068182,27.86886364,7.218181818,2.281818182,122.62
Chen C,2015,2013,Jiangdu,119.5,32.4,China,Japonica,Koshihikari,MN,22.5,AMB,3,1442.0651,19.75431644,20,42,13,9,28.75883562,25.24438356,32.27328767,7.02890411,2.884931507,340.02,726.5629,15.45878511,0,6,0,0,24.40659574,20.74638298,28.06680851,7.320425532,2.304255319,126.09
Chen C,2015,2013,Jiangdu,119.5,32.4,China,Japonica,Koshihikari,MN,22.5,FACE,3,1442.0651,19.75431644,20,42,13,9,28.75883562,25.24438356,32.27328767,7.02890411,2.884931507,340.02,726.5629,15.45878511,0,6,0,0,24.40659574,20.74638298,28.06680851,7.320425532,2.304255319,126.09
Chen C,2015,2013,Jiangdu,119.5,32.4,China,Japonica,Zhonghua14,MN,22.5,AMB,3,1340.5396,19.42811014,19,45,13,9,29.41173913,26.01246377,32.81101449,6.798550725,2.972463768,377.17,812.7768,14.77776,0,1,0,0,22.59563636,18.86090909,26.33036364,7.469454545,2.074545455,200.86
Chen C,2015,2013,Jiangdu,119.5,32.4,China,Japonica,Zhonghua14,MN,22.5,FACE,3,1340.5396,19.42811014,19,45,13,9,29.41173913,26.01246377,32.81101449,6.798550725,2.972463768,377.17,812.7768,14.77776,0,1,0,0,22.59563636,18.86090909,26.33036364,7.469454545,2.074545455,200.86
Chen C,2015,2013,Jiangdu,119.5,32.4,China,Japonica,Wuyunjing21,MN,22.5,AMB,3,1558.3154,19.23846173,20,47,13,9,28.90283951,25.44444444,32.36123457,6.916790123,2.886419753,392.34,757.3228,14.28910943,0,0,0,0,20.88330189,17.00830189,24.75830189,7.75,1.886792453,191.72
Chen C,2015,2013,Jiangdu,119.5,32.4,China,Japonica,Wuyunjing21,MN,22.5,FACE,3,1475.1316,19.40962632,20,47,13,9,29.29453947,25.87763158,32.71144737,6.833815789,2.956578947,384.47,826.6668,14.76190714,0,0,0,0,21.39821429,17.51464286,25.28178571,7.767142857,1.910714286,191.74
Chen C,2015,2013,Jiangdu,119.5,32.4,Japan,Indica,Takanari,MN,22.5,AMB,3,1525.3914,19.3087519,20,46,13,9,28.77063291,25.31329114,32.22797468,6.914683544,2.892405063,379.47,704.5889,14.99125319,0,1,0,0,23.35925532,19.63361702,27.08489362,7.451276596,2.178723404,200.11
Chen C,2015,2013,Jiangdu,119.5,32.4,Japan,Indica,Takanari,MN,22.5,FACE,3,1525.3914,19.3087519,20,46,13,9,28.77063291,25.31329114,32.22797468,6.914683544,2.892405063,379.47,704.5889,14.99125319,0,1,0,0,23.35925532,19.63361702,27.08489362,7.451276596,2.178723404,200.11
Tong KC,2020,2016,Jiangdu,119.5,32.4,China,Japonica,Wuyunjing23,MN,22.5,AMB,3,1437.4058,17.74575062,8,28,6,4,27.80549383,24.47320988,31.13777778,6.664567901,2.945679012,680.33,506.77363,9.561766604,0,0,0,0,20.79254717,18.08037736,23.50471698,5.424339623,1.998113208,555.65
Tong KC,2020,2016,Jiangdu,119.5,32.4,China,Japonica,Wuyunjing23,MN,22.5,FACE,3,1366.282,17.97739474,8,28,6,4,27.95348684,24.67210526,31.23486842,6.562763158,2.996052632,679.64,581.15583,10.37778268,0,0,0,0,21.51366071,18.59053571,24.43678571,5.84625,2.042857143,542.02
Lai SK,2014,2011,Jiangdu,119.5,32.4,China,Hybrid indica,Shanyou63,LN,15,AMB,3,1104.214,16.23844118,1,18,0,0,27.43588235,24.49088235,30.38088235,5.89,2.930882353,703.44,526.8682,13.86495263,0,0,0,0,22.80960526,19.70605263,25.91315789,6.207105263,2.155263158,75.19
Lai SK,2014,2011,Jiangdu,119.5,32.4,China,Hybrid indica,Shanyou63,LN,15,FACE,3,1113.2188,16.1336058,1,18,0,0,27.42913043,24.49347826,30.36478261,5.871304348,2.933333333,704.53,530.7672,13.96755789,0,0,0,0,22.54697368,19.41315789,25.68078947,6.267631579,2.110526316,55.95
Lai SK,2014,2011,Jiangdu,119.5,32.4,China,Hybrid indica,Shanyou63,MN,25,AMB,3,1104.214,16.23844118,1,18,0,0,27.43588235,24.49088235,30.38088235,5.89,2.930882353,703.44,526.8682,13.86495263,0,0,0,0,22.80960526,19.70605263,25.91315789,6.207105263,2.155263158,75.19
Lai SK,2014,2011,Jiangdu,119.5,32.4,China,Hybrid indica,Shanyou63,MN,25,FACE,3,1113.2188,16.1336058,1,18,0,0,27.42913043,24.49347826,30.36478261,5.871304348,2.933333333,704.53,530.7672,13.96755789,0,0,0,0,22.54697368,19.41315789,25.68078947,6.267631579,2.110526316,55.95
Kim,2001,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,LN,4,AMB,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,680.9755,18.40474324,0,0,0,0,22.88608108,18.76621622,27.00594595,8.23972973,2.281081081,151.04
Kim,2001,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,LN,4,FACE,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,680.9755,18.40474324,0,0,0,0,22.88608108,18.76621622,27.00594595,8.23972973,2.281081081,151.04
Kim,2001,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,673.2842,18.70233889,0,0,0,0,23.03111111,18.86722222,27.195,8.327777778,2.291666667,142.45
Kim,2001,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,673.2842,18.70233889,0,0,0,0,23.03111111,18.86722222,27.195,8.327777778,2.291666667,142.45
Kim,2001,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,HN,12,AMB,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,680.9755,18.40474324,0,0,0,0,22.88608108,18.76621622,27.00594595,8.23972973,2.281081081,151.04
Kim,2001,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,HN,12,FACE,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,680.9755,18.40474324,0,0,0,0,22.88608108,18.76621622,27.00594595,8.23972973,2.281081081,151.04
Kim,2003,1998,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,LN,4,AMB,4,1143.2757,16.81287794,0,0,0,0,16.12779412,12.37647059,19.87911765,7.502647059,1.538235294,342.34,711.2794,13.9466549,0,0,0,0,19.52009804,16.16176471,22.87843137,6.716666667,1.992156863,548.14
Kim,2003,1998,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,LN,4,FACE,4,1143.2757,16.81287794,0,0,0,0,16.12779412,12.37647059,19.87911765,7.502647059,1.538235294,342.34,711.2794,13.9466549,0,0,0,0,19.52009804,16.16176471,22.87843137,6.716666667,1.992156863,548.14
Kim,2003,1998,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1143.2757,16.81287794,0,0,0,0,16.12779412,12.37647059,19.87911765,7.502647059,1.538235294,342.34,711.2794,13.9466549,0,0,0,0,19.52009804,16.16176471,22.87843137,6.716666667,1.992156863,548.14
Kim,2003,1998,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1143.2757,16.81287794,0,0,0,0,16.12779412,12.37647059,19.87911765,7.502647059,1.538235294,342.34,711.2794,13.9466549,0,0,0,0,19.52009804,16.16176471,22.87843137,6.716666667,1.992156863,548.14
Kim,2003,1998,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,HN,12,AMB,4,1183.5257,16.90751,0,0,0,0,16.33542857,12.569,20.10185714,7.532857143,1.561428571,354.9,723.1432,13.14805818,0,0,0,0,19.34145455,16.02236364,22.66054545,6.638181818,1.981818182,619.87
Kim,2003,1998,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,HN,12,FACE,4,1183.5257,16.90751,0,0,0,0,16.33542857,12.569,20.10185714,7.532857143,1.561428571,354.9,723.1432,13.14805818,0,0,0,0,19.34145455,16.02236364,22.66054545,6.638181818,1.981818182,619.87
Kim,2003,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,LN,4,AMB,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,680.9755,18.40474324,0,0,0,0,22.88608108,18.76621622,27.00594595,8.23972973,2.281081081,151.04
Kim,2003,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,LN,4,FACE,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,680.9755,18.40474324,0,0,0,0,22.88608108,18.76621622,27.00594595,8.23972973,2.281081081,151.04
Kim,2003,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,673.2842,18.70233889,0,0,0,0,23.03111111,18.86722222,27.195,8.327777778,2.291666667,142.45
Kim,2003,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,673.2842,18.70233889,0,0,0,0,23.03111111,18.86722222,27.195,8.327777778,2.291666667,142.45
Kim,2003,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,HN,15,AMB,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,680.9755,18.40474324,0,0,0,0,22.88608108,18.76621622,27.00594595,8.23972973,2.281081081,151.04
Kim,2003,1999,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,HN,15,FACE,4,1197.97,18.15106061,0,0,0,0,16.49015152,12.54030303,20.44,7.89969697,1.528787879,345.04,680.9755,18.40474324,0,0,0,0,22.88608108,18.76621622,27.00594595,8.23972973,2.281081081,151.04
Kim,2003,2000,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,LN,4,AMB,4,1038.5912,18.88347636,0,0,0,0,16.91309091,12.84054545,20.98563636,8.145090909,1.510909091,214.29,817.3769,19.00876512,0,0,0,0,21.94651163,17.72395349,26.16906977,8.445116279,2.141860465,211.62
Kim,2003,2000,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,LN,4,FACE,4,1038.5912,18.88347636,0,0,0,0,16.91309091,12.84054545,20.98563636,8.145090909,1.510909091,214.29,817.3769,19.00876512,0,0,0,0,21.94651163,17.72395349,26.16906977,8.445116279,2.141860465,211.62
Kim,2003,2000,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1038.5912,18.88347636,0,0,0,0,16.91309091,12.84054545,20.98563636,8.145090909,1.510909091,214.29,817.3769,19.00876512,0,0,0,0,21.94651163,17.72395349,26.16906977,8.445116279,2.141860465,211.62
Kim,2003,2000,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1038.5912,18.88347636,0,0,0,0,16.91309091,12.84054545,20.98563636,8.145090909,1.510909091,214.29,817.3769,19.00876512,0,0,0,0,21.94651163,17.72395349,26.16906977,8.445116279,2.141860465,211.62
Kim,2003,2000,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,HN,15,AMB,4,1038.5912,18.88347636,0,0,0,0,16.91309091,12.84054545,20.98563636,8.145090909,1.510909091,214.29,817.3769,19.00876512,0,0,0,0,21.94651163,17.72395349,26.16906977,8.445116279,2.141860465,211.62
Kim,2003,2000,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,HN,15,FACE,4,1038.5912,18.88347636,0,0,0,0,16.91309091,12.84054545,20.98563636,8.145090909,1.510909091,214.29,817.3769,19.00876512,0,0,0,0,21.94651163,17.72395349,26.16906977,8.445116279,2.141860465,211.62
Shimono,2009,2003,Shizukuishi,140.97,39.69,Japan,Japonica,Kirara397,MN,8,AMB,4,1265.942,17.10732432,0,0,0,0,16.22290541,12.58554054,19.86027027,7.27472973,1.452702703,340.96,478.4916,12.59188421,0,0,0,0,19.05131579,15.98421053,22.11842105,6.134210526,1.889473684,241.17
Shimono,2009,2003,Shizukuishi,140.97,39.69,Japan,Japonica,Kirara397,MN,8,FACE,4,1265.942,17.10732432,0,0,0,0,16.22290541,12.58554054,19.86027027,7.27472973,1.452702703,340.96,478.4916,12.59188421,0,0,0,0,19.05131579,15.98421053,22.11842105,6.134210526,1.889473684,241.17
Shimono,2009,2003,Shizukuishi,140.97,39.69,Japan,Japonica,Kakehashi,MN,8,AMB,4,1372.1329,16.93991235,0,0,0,0,16.69648148,13.05901235,20.33395062,7.274938272,1.517283951,357,398.8095,11.72969118,0,0,0,0,18.47970588,15.53117647,21.42823529,5.897058824,1.838235294,248.32
Shimono,2009,2003,Shizukuishi,140.97,39.69,Japan,Japonica,Kakehashi,MN,8,FACE,4,1372.1329,16.93991235,0,0,0,0,16.69648148,13.05901235,20.33395062,7.274938272,1.517283951,357,398.8095,11.72969118,0,0,0,0,18.47970588,15.53117647,21.42823529,5.897058824,1.838235294,248.32
Shimono,2009,2003,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,8,AMB,4,1407.1264,16.75150476,0,0,0,0,16.8239881,13.22071429,20.4272619,7.206547619,1.536904762,389.82,545.4516,12.12114667,0,0,0,0,17.53611111,14.37755556,20.69466667,6.317111111,1.715555556,263.31
Shimono,2009,2003,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,8,FACE,4,1407.1264,16.75150476,0,0,0,0,16.8239881,13.22071429,20.4272619,7.206547619,1.536904762,389.82,545.4516,12.12114667,0,0,0,0,17.53611111,14.37755556,20.69466667,6.317111111,1.715555556,263.31
Shimono,2009,2003,Shizukuishi,140.97,39.69,Japan,Japonica,Hitomebore,MN,8,AMB,4,1565.2685,15.97212755,0,0,0,0,17.06857143,13.5877551,20.54938776,6.961632653,1.581632653,500.04,397.2912,12.41535,0,0,0,0,17.04046875,13.695,20.3859375,6.6909375,1.659375,159.72
Shimono,2009,2003,Shizukuishi,140.97,39.69,Japan,Japonica,Hitomebore,MN,8,FACE,4,1565.2685,15.97212755,0,0,0,0,17.06857143,13.5877551,20.54938776,6.961632653,1.581632653,500.04,397.2912,12.41535,0,0,0,0,17.04046875,13.695,20.3859375,6.6909375,1.659375,159.72
Shimono,2009,2004,Shizukuishi,140.97,39.69,Japan,Japonica,Kirara397,MN,8,AMB,4,1188.4699,17.73835672,0,0,0,0,16.99955224,13.07462687,20.92447761,7.849850746,1.570149254,446.55,784.7069,17.43793111,0,0,0,0,20.26755556,16.41666667,24.11844444,7.701777778,1.953333333,186.29
Shimono,2009,2004,Shizukuishi,140.97,39.69,Japan,Japonica,Kirara397,MN,8,FACE,4,1188.4699,17.73835672,0,0,0,0,16.99955224,13.07462687,20.92447761,7.849850746,1.570149254,446.55,784.7069,17.43793111,0,0,0,0,20.26755556,16.41666667,24.11844444,7.701777778,1.953333333,186.29
Shimono,2009,2004,Shizukuishi,140.97,39.69,Japan,Japonica,Kakehashi,MN,8,AMB,4,1272.3819,17.92087183,0,0,0,0,17.32866197,13.37591549,21.28140845,7.905492958,1.609859155,462.08,741.4528,16.8512,0,0,0,0,19.94102273,16.19045455,23.69159091,7.501136364,1.915909091,190.74
Shimono,2009,2004,Shizukuishi,140.97,39.69,Japan,Japonica,Kakehashi,MN,8,FACE,4,1272.3819,17.92087183,0,0,0,0,17.32866197,13.37591549,21.28140845,7.905492958,1.609859155,462.08,741.4528,16.8512,0,0,0,0,19.94102273,16.19045455,23.69159091,7.501136364,1.915909091,190.74
Shimono,2009,2004,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,8,AMB,4,1468.3009,18.1271716,0,0,0,0,18.08938272,14.10432099,22.07444444,7.970123457,1.7,490.07,730.8619,15.22628958,0,0,0,0,18.34072917,14.59125,22.09020833,7.498958333,1.739583333,258.4
Shimono,2009,2004,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,8,FACE,4,1468.3009,18.1271716,0,0,0,0,18.08938272,14.10432099,22.07444444,7.970123457,1.7,490.07,730.8619,15.22628958,0,0,0,0,18.34072917,14.59125,22.09020833,7.498958333,1.739583333,258.4
Shimono,2009,2004,Shizukuishi,140.97,39.69,Japan,Japonica,Hitomebore,MN,8,AMB,4,1571.9809,18.27884767,0,0,0,0,18.28360465,14.27965116,22.28755814,8.007906977,1.720930233,496.92,643.5089,14.62520227,0,0,0,0,17.87772727,14.16613636,21.58931818,7.423181818,1.686363636,250.79
Shimono,2009,2004,Shizukuishi,140.97,39.69,Japan,Japonica,Hitomebore,MN,8,FACE,4,1571.9809,18.27884767,0,0,0,0,18.28360465,14.27965116,22.28755814,8.007906977,1.720930233,496.92,643.5089,14.62520227,0,0,0,0,17.87772727,14.16613636,21.58931818,7.423181818,1.686363636,250.79
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Indica,Takanari,MN,9,AMB,4,1363.4978,18.67805205,0,0,0,0,24.21636986,20.47383562,27.95890411,7.485068493,2.354794521,396.54,801.5241,19.08390714,3,2,0,0,28.01988095,24.18285714,31.85690476,7.674047619,2.730952381,163.51
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Indica,Takanari,MN,9,FACE,4,1315.4998,18.5281662,0,0,0,0,24.0915493,20.33859155,27.84450704,7.505915493,2.33943662,396.2,820.7131,19.5407881,3,2,0,0,28.26357143,24.40119048,32.12595238,7.724761905,2.769047619,156.98
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Aikoku,MN,9,AMB,4,1214.5908,18.68601231,0,0,0,0,23.76553846,19.93984615,27.59123077,7.651384615,2.283076923,344.06,868.0471,19.28993556,3,2,0,0,28.20311111,24.49666667,31.90955556,7.412888889,2.793333333,201.55
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Aikoku,MN,9,FACE,4,1189.5148,18.58616875,0,0,0,0,23.70117188,19.8740625,27.52828125,7.65421875,2.2765625,343.9,870.5111,19.34469111,3,2,0,0,28.28233333,24.58444444,31.98022222,7.395777778,2.806666667,201.56
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akidawara,MN,9,AMB,4,1410.1808,18.80241067,0,0,0,0,24.31253333,20.57306667,28.052,7.478933333,2.364,397.25,781.507,18.60730952,3,2,0,0,27.74904762,23.88428571,31.61380952,7.72952381,2.697619048,194.99
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akidawara,MN,9,FACE,4,1384.8608,18.71433514,0,0,0,0,24.26736486,20.53094595,28.00378378,7.472837838,2.360810811,397.25,783.46,18.65380952,3,2,0,0,27.86869048,24.04095238,31.69642857,7.65547619,2.714285714,195.7
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akihikari,MN,9,AMB,4,1046.4248,18.0418069,0,0,0,0,23.15137931,19.37948276,26.92327586,7.543793103,2.213793103,327.47,844.1339,20.09842619,1,1,0,0,28.31178571,24.64190476,31.98166667,7.339761905,2.869047619,182.58
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akihikari,MN,9,FACE,4,1021.1738,17.91532982,0,0,0,0,23.04114035,19.28350877,26.79877193,7.515263158,2.203508772,327.41,847.0469,20.16778333,1,1,0,0,28.30357143,24.63666667,31.97047619,7.333809524,2.871428571,182.66
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akita 63,MN,9,AMB,4,1189.5148,18.58616875,0,0,0,0,23.70117188,19.8740625,27.52828125,7.65421875,2.2765625,343.9,822.5679,19.58495,2,2,0,0,28.41321429,24.71904762,32.10738095,7.388333333,2.835714286,166.63
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akita 63,MN,9,FACE,4,1166.6418,18.51812381,0,0,0,0,23.62626984,19.79730159,27.4552381,7.657936508,2.268253968,343.89,825.9259,19.66490238,2,1,0,0,28.35607143,24.6597619,32.05238095,7.392619048,2.835714286,167.97
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1121.0568,18.37798033,0,0,0,0,23.4752459,19.65901639,27.29147541,7.632459016,2.250819672,329.33,940.4551,19.59281458,3,2,0,0,28.31614583,24.57916667,32.053125,7.473958333,2.810416667,216.77
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1121.0568,18.37798033,0,0,0,0,23.4752459,19.65901639,27.29147541,7.632459016,2.250819672,329.33,940.4551,19.59281458,3,2,0,0,28.31614583,24.57916667,32.053125,7.473958333,2.810416667,216.77
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1121.0568,18.37798033,0,0,0,0,23.4752459,19.65901639,27.29147541,7.632459016,2.250819672,329.33,940.4551,19.59281458,3,2,0,0,28.31614583,24.57916667,32.053125,7.473958333,2.810416667,216.77
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1121.0568,18.37798033,0,0,0,0,23.4752459,19.65901639,27.29147541,7.632459016,2.250819672,329.33,940.4551,19.59281458,3,2,0,0,28.31614583,24.57916667,32.053125,7.473958333,2.810416667,216.77
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1072.0528,18.17038644,0,0,0,0,23.25644068,19.46423729,27.04864407,7.58440678,2.225423729,327.65,964.7309,20.09856042,3,2,0,0,28.52895833,24.72354167,32.334375,7.610833333,2.8375,183.29
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1072.0528,18.17038644,0,0,0,0,23.25644068,19.46423729,27.04864407,7.58440678,2.225423729,327.65,964.7309,20.09856042,3,2,0,0,28.52895833,24.72354167,32.334375,7.610833333,2.8375,183.29
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1072.0528,18.17038644,0,0,0,0,23.25644068,19.46423729,27.04864407,7.58440678,2.225423729,327.65,964.7309,20.09856042,3,2,0,0,28.52895833,24.72354167,32.334375,7.610833333,2.8375,183.29
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1072.0528,18.17038644,0,0,0,0,23.25644068,19.46423729,27.04864407,7.58440678,2.225423729,327.65,964.7309,20.09856042,3,2,0,0,28.52895833,24.72354167,32.334375,7.610833333,2.8375,183.29
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,9,AMB,4,1257.1448,18.48742353,0,0,0,0,23.89242647,20.11735294,27.6675,7.550147059,2.310294118,393.19,819.4641,19.51105,3,2,0,0,28.31952381,24.54119048,32.09785714,7.556666667,2.795238095,155.56
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,9,FACE,4,1225.0638,18.56157273,0,0,0,0,23.78825758,19.99106061,27.58545455,7.594393939,2.289393939,369.66,801.9171,19.09326429,3,2,0,0,28.38011905,24.67142857,32.08880952,7.417380952,2.828571429,200.68
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Norin 8,MN,9,AMB,4,1490.3797,18.62974625,0,0,0,0,24.4895,20.811375,28.167625,7.35625,2.39625,486.76,693.1481,18.73373243,3,2,0,0,27.83283784,23.86108108,31.80459459,7.943513514,2.683783784,110.87
Hasegawa,2013,2010,Tsukuba,140.07,36.08,Japan,Japonica,Norin 8,MN,9,FACE,4,1457.3397,18.68384231,0,0,0,0,24.41185897,20.70423077,28.11948718,7.41525641,2.382051282,480.72,700.4452,18.93095135,3,2,0,0,28.06445946,24.15675676,31.97216216,7.815405405,2.724324324,103.99
Hasegawa,2013,2007,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1190.3144,19.51335082,0,0,0,0,16.305,12.23590164,20.37409836,8.138196721,1.483606557,241.58,780.852,16.26775,0,0,0,0,20.54625,16.6475,24.445,7.7975,2.0125,207.99
Hasegawa,2013,2008,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1144.5821,18.76364098,0,0,0,0,16.52172131,12.46754098,20.57590164,8.108360656,1.47704918,167.29,701.7644,14.62009167,0,0,0,0,20.17375,16.69770833,23.64979167,6.952083333,2,297.35
